"postCode","actUseTypTxt","count"
"680124","5-room","36"
"680123","4-room","64"
"680123","5-room","36"
"680122","4-room","44"
"680122","5-room","36"
"680121","4-room","44"
"680121","5-room","36"
"680120","Executive","60"
"680119","4-room","59"
"680119","5-room","40"
"680118","4-room","78"
"680118","5-room","42"
"680117","4-room","40"
"680117","5-room","32"
"680116","4-room","49"
"680116","5-room","32"
"680115","3-room","66"
"680115","4-room","44"
"680114","3-room","66"
"680114","4-room","66"
"680113","4-room","71"
"680113","5-room","46"
"680112","4-room","64"
"680112","5-room","40"
"680111","3-room","66"
"680111","4-room","44"
"680110","3-room","66"
"680110","4-room","66"
"680109","Executive","60"
"680108","Executive","72"
"680107","Executive","54"
"680106","3-room","66"
"680106","4-room","44"
"680105","3-room","66"
"680105","4-room","66"
"680104","4-room","52"
"680104","5-room","28"
"680103","4-room","52"
"680103","5-room","28"
"680102","4-room","36"
"680102","5-room","28"
"680101","Executive","66"
"680026","3-room","122"
"680026","4-room","20"
"680026","5-room","1"
"680025","4-room","120"
"680020","4-room","110"
"680019","3-room","104"
"680019","4-room","22"
"680019","5-room","1"
"680019","Executive","2"
"680018","5-room","77"
"680017","4-room","120"
"680016","3-room","118"
"680016","4-room","20"
"680016","5-room","3"
"680015","4-room","120"
"680014","5-room","96"
"680013","5-room","96"
"680012","5-room","96"
"680011","4-room","96"
"680010","3-room","130"
"680010","4-room","22"
"680010","Executive","1"
"680009","2-room","240"
"680008","4-room","96"
"680007","5-room","96"
"680006","3-room","66"
"680006","4-room","66"
"680005","3-room","72"
"680005","4-room","48"
"680004","3-room","66"
"680004","4-room","44"
"680003","3-room","72"
"680003","4-room","48"
"680002","3-room","96"
"680002","4-room","72"
"680001","3-room","68"
"680001","4-room","48"
"680001","Executive","2"
"674633","2-room","48"
"674633","3-room","47"
"674633","4-room","24"
"674547","2-room","48"
"674547","3-room","64"
"674443","4-room","68"
"674443","5-room","68"
"674442","4-room","32"
"674442","5-room","64"
"673636","4-room","182"
"673633","4-room","118"
"673547","2-room","64"
"673547","3-room","48"
"673546","4-room","16"
"673546","5-room","80"
"673443","4-room","70"
"673443","5-room","70"
"673442","4-room","92"
"673442","5-room","32"
"672636","4-room","171"
"672635","4-room","130"
"672635","5-room","48"
"672634","Studio Apartment","110"
"672634","2-room","12"
"672634","4-room","44"
"672633","4-room","118"
"672632","1-room","114"
"672632","2-room","20"
"672550","4-room","65"
"672550","5-room","51"
"672549","4-room","32"
"672549","5-room","81"
"672548","3-room","51"
"672548","4-room","68"
"672547","4-room","64"
"672547","5-room","22"
"672546","4-room","64"
"672546","5-room","32"
"672443","4-room","36"
"672443","5-room","90"
"672442","3-room","78"
"672442","4-room","26"
"671636","2-room","112"
"671636","3-room","112"
"671635","4-room","95"
"671635","5-room","126"
"671634","Studio Apartment","122"
"671634","2-room","10"
"671634","4-room","44"
"671633","2-room","48"
"671633","3-room","47"
"671633","4-room","24"
"671632","1-room","109"
"671632","2-room","54"
"671550","3-room","34"
"671550","4-room","85"
"671549","4-room","32"
"671549","5-room","81"
"671548","3-room","34"
"671548","4-room","68"
"671547","4-room","61"
"671547","5-room","31"
"671546","4-room","64"
"671546","5-room","32"
"671443","3-room","68"
"671443","4-room","68"
"671259","4-room","78"
"671259","5-room","17"
"671133","Executive","16"
"670656","5-room","36"
"670656","Executive","38"
"670655","4-room","17"
"670655","5-room","47"
"670655","Executive","38"
"670654","4-room","17"
"670654","5-room","47"
"670654","Executive","38"
"670653","5-room","36"
"670653","Executive","38"
"670652","4-room","18"
"670652","5-room","48"
"670652","Executive","38"
"670651","4-room","18"
"670651","5-room","48"
"670651","Executive","38"
"670650","4-room","17"
"670650","5-room","49"
"670650","Executive","38"
"670631","4-room","121"
"670631","5-room","111"
"670630","4-room","122"
"670630","5-room","112"
"670629","4-room","121"
"670629","5-room","112"
"670627","4-room","126"
"670627","5-room","108"
"670626","4-room","126"
"670626","5-room","108"
"670625","4-room","125"
"670625","5-room","109"
"670624","4-room","21"
"670624","5-room","76"
"670623","4-room","41"
"670623","5-room","76"
"670622","4-room","41"
"670622","5-room","76"
"670621","4-room","46"
"670621","5-room","76"
"670620","4-room","57"
"670620","5-room","38"
"670619","4-room","57"
"670619","5-room","38"
"670618","4-room","117"
"670617","Executive","80"
"670616","4-room","117"
"670615","4-room","90"
"670615","5-room","80"
"670614","4-room","43"
"670614","5-room","72"
"670613","4-room","90"
"670613","5-room","80"
"670612","4-room","43"
"670612","5-room","80"
"670611","4-room","90"
"670611","5-room","80"
"670610","5-room","80"
"670609","4-room","91"
"670609","5-room","81"
"670608","5-room","80"
"670607","Executive","126"
"670606","4-room","48"
"670606","5-room","116"
"670605","4-room","48"
"670605","5-room","116"
"670604","4-room","48"
"670604","5-room","108"
"670603","4-room","94"
"670603","5-room","58"
"670602","4-room","78"
"670601","4-room","73"
"670545","4-room","57"
"670545","5-room","83"
"670544","Executive","94"
"670543","Executive","94"
"670542","Executive","94"
"670541","4-room","56"
"670541","5-room","63"
"670540","4-room","42"
"670540","5-room","61"
"670539","4-room","56"
"670539","5-room","63"
"670538","4-room","50"
"670538","5-room","73"
"670537","4-room","56"
"670537","5-room","65"
"670536","4-room","50"
"670536","5-room","73"
"670535","4-room","56"
"670535","5-room","65"
"670534","4-room","42"
"670534","5-room","61"
"670533","4-room","56"
"670533","5-room","65"
"670532","Executive","108"
"670531","4-room","36"
"670531","5-room","27"
"670531","Executive","16"
"670530","4-room","54"
"670530","5-room","22"
"670530","Executive","44"
"670529","4-room","36"
"670529","5-room","27"
"670529","Executive","16"
"670528","Executive","86"
"670527","4-room","49"
"670527","5-room","32"
"670527","Executive","20"
"670526","4-room","40"
"670526","5-room","24"
"670525","4-room","49"
"670525","5-room","32"
"670525","Executive","20"
"670524","4-room","34"
"670524","5-room","40"
"670523","4-room","49"
"670523","5-room","32"
"670523","Executive","20"
"670522","4-room","35"
"670522","5-room","46"
"670522","Executive","19"
"670521","4-room","49"
"670521","5-room","32"
"670521","Executive","20"
"670520","4-room","46"
"670520","5-room","46"
"670520","Executive","19"
"670519","4-room","49"
"670519","5-room","32"
"670519","Executive","20"
"670518","4-room","65"
"670518","5-room","54"
"670517","4-room","58"
"670517","5-room","43"
"670516","4-room","56"
"670516","5-room","57"
"670515","4-room","46"
"670515","5-room","39"
"670514","4-room","34"
"670514","5-room","24"
"670513","4-room","24"
"670513","5-room","28"
"670513","Executive","14"
"670512","4-room","68"
"670512","5-room","26"
"670511","4-room","60"
"670511","5-room","30"
"670510","4-room","150"
"670509","4-room","84"
"670508","4-room","138"
"670507","4-room","45"
"670507","5-room","60"
"670506","4-room","78"
"670506","5-room","30"
"670505","4-room","131"
"670505","5-room","50"
"670504","4-room","56"
"670504","5-room","58"
"670503","Executive","132"
"670502","4-room","132"
"670502","5-room","54"
"670501","4-room","126"
"670501","5-room","54"
"670488","2-room","115"
"670488","3-room","23"
"670487","3-room","42"
"670487","4-room","56"
"670486","3-room","42"
"670486","4-room","84"
"670485","3-room","110"
"670485","4-room","56"
"670484","4-room","15"
"670484","5-room","54"
"670484","Executive","22"
"670483","4-room","15"
"670483","5-room","54"
"670483","Executive","22"
"670482","4-room","45"
"670482","Executive","15"
"670481","4-room","39"
"670481","5-room","47"
"670480","4-room","39"
"670480","5-room","47"
"670479","4-room","14"
"670479","5-room","20"
"670479","Executive","36"
"670478","4-room","14"
"670478","5-room","20"
"670478","Executive","36"
"670477","4-room","39"
"670477","5-room","47"
"670476","4-room","39"
"670476","5-room","47"
"670475","4-room","45"
"670475","Executive","15"
"670474","4-room","15"
"670474","5-room","54"
"670474","Executive","22"
"670473","4-room","15"
"670473","5-room","54"
"670473","Executive","22"
"670472","4-room","31"
"670472","5-room","71"
"670472","Executive","14"
"670471","4-room","44"
"670471","5-room","43"
"670471","Executive","28"
"670470","4-room","44"
"670470","5-room","29"
"670470","Executive","28"
"670469","4-room","30"
"670469","5-room","56"
"670469","Executive","13"
"670468","4-room","30"
"670468","5-room","56"
"670468","Executive","13"
"670467","4-room","44"
"670467","5-room","29"
"670467","Executive","28"
"670466","4-room","44"
"670466","5-room","43"
"670466","Executive","28"
"670465","4-room","31"
"670465","5-room","71"
"670465","Executive","14"
"670461","4-room","90"
"670460","3-room","30"
"670460","4-room","60"
"670459","3-room","30"
"670459","4-room","90"
"670458","3-room","30"
"670458","4-room","90"
"670457","3-room","15"
"670457","4-room","75"
"670456","3-room","15"
"670456","4-room","75"
"670455","3-room","30"
"670455","4-room","82"
"670454","Studio Apartment","135"
"670454","2-room","21"
"670454","3-room","108"
"670453","5-room","26"
"670453","Executive","52"
"670452","5-room","26"
"670452","Executive","52"
"670451","5-room","26"
"670451","Executive","52"
"670450","4-room","56"
"670450","5-room","60"
"670449","4-room","56"
"670449","5-room","66"
"670448","4-room","54"
"670448","5-room","62"
"670447","4-room","48"
"670447","5-room","56"
"670442","4-room","64"
"670442","5-room","24"
"670441","4-room","70"
"670441","5-room","40"
"670440","4-room","28"
"670440","5-room","48"
"670439","4-room","48"
"670439","5-room","40"
"670438","4-room","48"
"670438","5-room","40"
"670437","4-room","56"
"670437","5-room","39"
"670436","4-room","70"
"670436","5-room","40"
"670435","4-room","132"
"670434","4-room","64"
"670434","5-room","36"
"670433","Executive","12"
"670432","4-room","44"
"670432","5-room","36"
"670431","4-room","132"
"670430","4-room","34"
"670430","5-room","36"
"670429","5-room","64"
"670428","4-room","10"
"670428","5-room","6"
"670427","5-room","64"
"670426","Executive","12"
"670425","5-room","64"
"670424","4-room","10"
"670424","5-room","6"
"670423","5-room","64"
"670422","Executive","60"
"670421","4-room","65"
"670421","5-room","21"
"670420","4-room","44"
"670420","5-room","22"
"670419","4-room","71"
"670419","5-room","55"
"670418","4-room","45"
"670418","5-room","75"
"670417","4-room","30"
"670417","5-room","18"
"670416","4-room","110"
"670415","4-room","44"
"670415","5-room","36"
"670414","4-room","17"
"670414","5-room","3"
"670413","4-room","44"
"670413","5-room","36"
"670412","4-room","110"
"670411","Executive","24"
"670410","5-room","60"
"670409","4-room","77"
"670409","5-room","11"
"670408","Executive","80"
"670407","4-room","132"
"670406","4-room","70"
"670406","5-room","57"
"670405","4-room","10"
"670405","5-room","6"
"670404","4-room","88"
"670404","5-room","30"
"670403","4-room","132"
"670402","4-room","86"
"670402","5-room","30"
"670401","4-room","57"
"670401","5-room","27"
"670277","4-room","75"
"670277","5-room","30"
"670276","4-room","48"
"670276","5-room","40"
"670276","Executive","16"
"670275","4-room","132"
"670274","4-room","132"
"670273","4-room","48"
"670273","5-room","40"
"670273","Executive","12"
"670272","4-room","48"
"670272","5-room","40"
"670271","4-room","13"
"670271","5-room","5"
"670270","4-room","106"
"670270","5-room","48"
"670257","4-room","116"
"670257","5-room","18"
"670255","4-room","54"
"670255","5-room","42"
"670254","Executive","60"
"670253","4-room","54"
"670253","5-room","42"
"670253","Executive","20"
"670252","3-room","66"
"670252","4-room","44"
"670251","3-room","66"
"670251","4-room","66"
"670250","3-room","66"
"670250","4-room","66"
"670249","3-room","66"
"670249","4-room","44"
"670248","4-room","66"
"670248","5-room","42"
"670248","Executive","20"
"670246","4-room","78"
"670246","5-room","42"
"670245","4-room","9"
"670245","5-room","5"
"670244","4-room","59"
"670244","5-room","40"
"670243","4-room","34"
"670243","5-room","34"
"670242","4-room","48"
"670242","5-room","40"
"670241","4-room","44"
"670241","5-room","36"
"670240","4-room","110"
"670239","Executive","76"
"670238","4-room","57"
"670238","5-room","39"
"670237","4-room","88"
"670237","5-room","30"
"670236","4-room","110"
"670235","4-room","96"
"670235","5-room","20"
"670234","4-room","46"
"670234","5-room","38"
"670233","Executive","60"
"670232","3-room","66"
"670232","4-room","44"
"670231","3-room","13"
"670231","4-room","7"
"670231","5-room","4"
"670230","3-room","66"
"670230","4-room","44"
"670229","3-room","66"
"670229","4-room","44"
"670228","Executive","60"
"670227","3-room","66"
"670227","4-room","44"
"670226","4-room","110"
"670225","4-room","110"
"670224","3-room","9"
"670224","4-room","7"
"670224","5-room","6"
"670223","3-room","66"
"670223","4-room","66"
"670222","3-room","9"
"670222","4-room","7"
"670222","5-room","6"
"670221","3-room","66"
"670221","4-room","66"
"670220","3-room","66"
"670220","4-room","66"
"670219","3-room","66"
"670219","4-room","66"
"670218","4-room","132"
"670217","4-room","132"
"670216","3-room","66"
"670216","4-room","44"
"670215","3-room","13"
"670215","4-room","7"
"670215","5-room","4"
"670214","3-room","66"
"670214","4-room","44"
"670213","4-room","66"
"670213","5-room","48"
"670212","4-room","10"
"670212","5-room","6"
"670211","5-room","80"
"670210","5-room","80"
"670209","4-room","9"
"670209","5-room","7"
"670208","4-room","110"
"670207","4-room","110"
"670206","3-room","66"
"670206","4-room","44"
"670205","3-room","66"
"670205","4-room","44"
"670204","4-room","69"
"670204","5-room","53"
"670203","4-room","59"
"670203","5-room","43"
"670202","4-room","22"
"670202","5-room","74"
"670201","4-room","19"
"670201","5-room","71"
"670185","4-room","88"
"670185","5-room","85"
"670184","4-room","29"
"670184","5-room","85"
"670184","Executive","57"
"670183","4-room","28"
"670183","5-room","82"
"670183","Executive","55"
"670182","4-room","85"
"670182","5-room","82"
"670181","4-room","58"
"670181","5-room","58"
"670181","Executive","56"
"670180","Executive","135"
"670179","5-room","150"
"670178","4-room","75"
"670178","5-room","94"
"670177","4-room","75"
"670177","5-room","94"
"670176","4-room","84"
"670176","5-room","42"
"670175","4-room","96"
"670175","5-room","48"
"670174","4-room","60"
"670174","5-room","30"
"670173","4-room","76"
"670173","5-room","38"
"670172","4-room","84"
"670172","5-room","42"
"670171","4-room","84"
"670171","5-room","42"
"670170","4-room","84"
"670170","5-room","42"
"670168","4-room","48"
"670168","5-room","48"
"670167","4-room","103"
"670167","5-room","69"
"670166","4-room","93"
"670166","5-room","67"
"670165","4-room","71"
"670165","5-room","72"
"670164","4-room","48"
"670164","5-room","48"
"670163","4-room","48"
"670163","5-room","48"
"670155","Executive","96"
"670154","5-room","96"
"670153","5-room","88"
"670152","5-room","80"
"670151","Executive","60"
"670150","3-room","66"
"670150","4-room","44"
"670149","3-room","66"
"670149","4-room","44"
"670148","3-room","66"
"670148","4-room","44"
"670147","Executive","60"
"670146","4-room","60"
"670146","5-room","28"
"670145","4-room","22"
"670145","5-room","6"
"670144","Executive","24"
"670143","3-room","66"
"670143","4-room","66"
"670142","3-room","66"
"670142","4-room","66"
"670141","4-room","44"
"670141","5-room","28"
"670140","4-room","44"
"670140","5-room","28"
"670139","3-room","66"
"670139","4-room","66"
"670138","Executive","32"
"670137","3-room","66"
"670137","4-room","66"
"670136","4-room","27"
"670136","5-room","11"
"670135","Executive","90"
"670134","Executive","8"
"670133","Executive","60"
"670132","3-room","66"
"670132","4-room","44"
"670131","3-room","66"
"670131","4-room","44"
"670130","Executive","60"
"670129","Executive","60"
"670128","3-room","66"
"670128","4-room","66"
"670127","3-room","21"
"670127","4-room","7"
"670126","3-room","66"
"670126","4-room","66"
"670125","3-room","66"
"670125","4-room","66"
"670124","Executive","60"
"670123","3-room","66"
"670123","4-room","66"
"670122","3-room","21"
"670122","4-room","7"
"670121","4-room","30"
"670121","5-room","66"
"670120","4-room","30"
"670120","5-room","66"
"670119","3-room","21"
"670119","4-room","7"
"670118","3-room","66"
"670118","4-room","66"
"670117","3-room","19"
"670117","4-room","7"
"670116","3-room","66"
"670116","4-room","66"
"670115","3-room","66"
"670115","4-room","66"
"670114","3-room","19"
"670114","4-room","7"
"670114","5-room","1"
"670113","3-room","66"
"670113","4-room","66"
"670112","3-room","19"
"670112","4-room","7"
"670111","4-room","30"
"670111","5-room","66"
"670110","4-room","30"
"670110","5-room","66"
"670109","3-room","19"
"670109","4-room","7"
"670108","3-room","54"
"670108","4-room","36"
"670107","Executive","60"
"670106","3-room","54"
"670106","4-room","36"
"670105","3-room","24"
"670105","4-room","16"
"670104","3-room","54"
"670104","4-room","36"
"670103","3-room","19"
"670103","4-room","7"
"670102","3-room","54"
"670102","4-room","36"
"670101","Executive","60"
"656290","4-room","90"
"656290","5-room","36"
"656289","4-room","147"
"656289","5-room","9"
"656288","5-room","84"
"656288","Executive","14"
"655290","4-room","80"
"655290","5-room","32"
"655289","4-room","137"
"655288","5-room","28"
"655288","Executive","56"
"654450","2-room","147"
"654450","3-room","78"
"654443","3-room","65"
"654443","4-room","39"
"654440","4-room","51"
"654440","5-room","52"
"654293","3-room","60"
"654293","4-room","196"
"654291","4-room","87"
"654291","5-room","33"
"654290","4-room","69"
"654290","5-room","33"
"654289","4-room","161"
"654289","5-room","24"
"654288","4-room","135"
"654288","5-room","9"
"653450","4-room","120"
"653450","5-room","63"
"653448","2-room","68"
"653448","3-room","51"
"653448","4-room","68"
"653443","4-room","26"
"653443","5-room","78"
"653442","4-room","39"
"653442","5-room","39"
"653441","3-room","70"
"653441","4-room","42"
"653440","4-room","51"
"653440","5-room","52"
"653296","4-room","148"
"653296","5-room","111"
"653293","4-room","76"
"653293","5-room","78"
"653292","4-room","76"
"653292","5-room","78"
"653291","4-room","64"
"653291","5-room","32"
"653290","Executive","96"
"653289","5-room","96"
"653289","Executive","16"
"653288","4-room","137"
"652453","4-room","83"
"652453","5-room","80"
"652451","4-room","105"
"652451","5-room","84"
"652450","4-room","120"
"652450","5-room","63"
"652449","4-room","180"
"652448","2-room","108"
"652448","3-room","54"
"652445","2-room","100"
"652445","4-room","60"
"652443","4-room","77"
"652443","5-room","26"
"652442","4-room","39"
"652442","5-room","39"
"652441","4-room","78"
"652441","5-room","26"
"652440","4-room","56"
"652440","5-room","56"
"652296","3-room","136"
"652296","4-room","61"
"652296","5-room","64"
"652293","4-room","76"
"652293","5-room","78"
"652292","4-room","188"
"652292","5-room","68"
"652291","4-room","69"
"652291","5-room","33"
"652290","4-room","72"
"652290","5-room","36"
"652289","5-room","96"
"652289","Executive","16"
"652288","4-room","132"
"652194","3-room","78"
"652194","4-room","128"
"652194","5-room","70"
"651453","4-room","83"
"651453","5-room","80"
"651452","4-room","105"
"651452","5-room","84"
"651451","2-room","168"
"651451","3-room","105"
"651450","2-room","147"
"651450","3-room","78"
"651449","4-room","170"
"651448","2-room","114"
"651448","3-room","57"
"651447","1-room","208"
"651447","2-room","224"
"651446","4-room","41"
"651446","5-room","126"
"651445","4-room","105"
"651445","5-room","63"
"651443","4-room","26"
"651443","5-room","91"
"651442","4-room","39"
"651442","5-room","91"
"651441","2-room","82"
"651441","3-room","55"
"651441","4-room","28"
"651440","2-room","120"
"651440","3-room","45"
"651296","4-room","92"
"651296","5-room","132"
"651293","4-room","128"
"651293","5-room","128"
"651292","2-room","100"
"651292","3-room","50"
"651292","4-room","50"
"651291","4-room","64"
"651291","5-room","32"
"651290","4-room","90"
"651290","5-room","36"
"651289","5-room","30"
"651289","Executive","60"
"651288","5-room","30"
"651288","Executive","60"
"651230","Studio Apartment","172"
"651230","2-room","8"
"651210","1-room","285"
"651210","2-room","75"
"651194","4-room","88"
"651194","5-room","124"
"650642","4-room","20"
"650642","5-room","28"
"650639","4-room","12"
"650639","5-room","36"
"650628","Executive","55"
"650627","Executive","55"
"650626","4-room","45"
"650626","5-room","34"
"650625","4-room","49"
"650625","5-room","28"
"650624","4-room","21"
"650624","5-room","21"
"650623","4-room","55"
"650623","5-room","42"
"650622","4-room","50"
"650622","5-room","84"
"650621","4-room","50"
"650621","5-room","84"
"650620","4-room","50"
"650620","5-room","84"
"650542","Executive","90"
"650541","4-room","18"
"650541","5-room","6"
"650540","3-room","66"
"650540","4-room","44"
"650539","3-room","66"
"650539","4-room","44"
"650537","3-room","66"
"650537","4-room","44"
"650536","3-room","66"
"650536","4-room","66"
"650535","Executive","80"
"650534","3-room","118"
"650534","5-room","7"
"650533","3-room","90"
"650533","5-room","10"
"650532","4-room","60"
"650532","5-room","30"
"650531","4-room","44"
"650531","5-room","36"
"650530","3-room","24"
"650530","4-room","16"
"650528","3-room","128"
"650528","5-room","2"
"650527","3-room","16"
"650527","4-room","16"
"650526","Executive","72"
"650525","3-room","16"
"650525","4-room","16"
"650524","Executive","72"
"650523","3-room","128"
"650523","5-room","4"
"650514","4-room","48"
"650514","5-room","40"
"650513","4-room","18"
"650513","5-room","6"
"650512","Executive","90"
"650511","4-room","77"
"650511","5-room","40"
"650510","4-room","77"
"650510","5-room","40"
"650509","3-room","16"
"650509","4-room","8"
"650508","3-room","16"
"650508","4-room","8"
"650507","3-room","110"
"650506","3-room","110"
"650505","3-room","107"
"650505","5-room","2"
"650504","3-room","108"
"650504","5-room","1"
"650503","3-room","71"
"650503","4-room","29"
"650503","5-room","1"
"650501","3-room","71"
"650501","4-room","29"
"650501","5-room","1"
"650426","4-room","44"
"650426","5-room","46"
"650425","3-room","12"
"650425","4-room","6"
"650424","3-room","9"
"650424","4-room","5"
"650423","3-room","68"
"650423","4-room","46"
"650422","3-room","68"
"650422","4-room","46"
"650421","3-room","68"
"650421","4-room","46"
"650420","3-room","68"
"650420","4-room","46"
"650419","4-room","44"
"650419","5-room","46"
"650417","3-room","66"
"650417","4-room","66"
"650416","3-room","66"
"650416","4-room","44"
"650415","3-room","10"
"650415","4-room","6"
"650414","3-room","66"
"650414","4-room","44"
"650413","3-room","19"
"650413","4-room","5"
"650412","1-room","80"
"650412","2-room","144"
"650411","3-room","66"
"650411","4-room","66"
"650410","3-room","68"
"650410","4-room","46"
"650409","3-room","68"
"650409","4-room","46"
"650408","3-room","68"
"650408","4-room","46"
"650407","3-room","68"
"650407","4-room","46"
"650406","Executive","76"
"650405","Executive","60"
"650404","Executive","52"
"650403","Executive","52"
"650402","Executive","64"
"650395","4-room","194"
"650394","4-room","74"
"650394","5-room","72"
"650393","4-room","74"
"650393","5-room","72"
"650392","4-room","96"
"650392","5-room","48"
"650391","4-room","194"
"650390","5-room","120"
"650389","5-room","108"
"650388","5-room","108"
"650387","5-room","120"
"650386","4-room","168"
"650386","5-room","24"
"650385","4-room","164"
"650385","5-room","55"
"650384","4-room","191"
"650384","5-room","28"
"650383","4-room","164"
"650383","5-room","54"
"650377","Studio Apartment","83"
"650377","2-room","73"
"650377","3-room","130"
"650375","3-room","4"
"650375","4-room","4"
"650374","3-room","59"
"650374","4-room","10"
"650374","5-room","6"
"650372","3-room","31"
"650372","4-room","14"
"650371","3-room","16"
"650371","4-room","10"
"650370","4-room","100"
"650369","4-room","144"
"650368","3-room","66"
"650368","4-room","66"
"650367","3-room","66"
"650367","4-room","44"
"650366","Executive","80"
"650365","4-room","16"
"650364","3-room","66"
"650364","4-room","44"
"650363","3-room","66"
"650363","4-room","66"
"650362","Executive","22"
"650361","3-room","66"
"650361","4-room","44"
"650360","3-room","66"
"650360","4-room","44"
"650359","3-room","18"
"650359","4-room","9"
"650358","4-room","88"
"650357","Executive","12"
"650356","Executive","12"
"650355","Executive","8"
"650354","Executive","90"
"650353","Executive","8"
"650352","Executive","12"
"650351","Executive","12"
"650350","4-room","96"
"650349","4-room","88"
"650348","4-room","74"
"650348","5-room","44"
"650347","3-room","18"
"650347","4-room","9"
"650346","3-room","66"
"650346","4-room","44"
"650345","3-room","66"
"650345","4-room","44"
"650344","Executive","22"
"650343","3-room","66"
"650343","4-room","66"
"650342","3-room","22"
"650342","4-room","8"
"650342","5-room","1"
"650341","3-room","66"
"650341","4-room","66"
"650340","3-room","66"
"650340","4-room","44"
"650339","3-room","66"
"650339","4-room","66"
"650338","4-room","144"
"650337","4-room","116"
"650336","4-room","80"
"650336","5-room","31"
"650335","3-room","8"
"650335","4-room","8"
"650334","4-room","20"
"650334","5-room","12"
"650333","3-room","76"
"650333","4-room","56"
"650332","3-room","24"
"650332","4-room","8"
"650331","4-room","76"
"650331","5-room","42"
"650330","Executive","80"
"650329","4-room","74"
"650329","5-room","36"
"650328","3-room","8"
"650328","4-room","8"
"650327","3-room","8"
"650327","4-room","8"
"650326","Executive","24"
"650325","4-room","80"
"650325","5-room","56"
"650324","3-room","83"
"650324","4-room","41"
"650323","3-room","73"
"650323","4-room","38"
"650323","5-room","1"
"650322","3-room","66"
"650322","4-room","66"
"650321","3-room","66"
"650321","4-room","66"
"650320","3-room","8"
"650320","4-room","8"
"650319","4-room","76"
"650319","5-room","40"
"650318","3-room","66"
"650318","4-room","66"
"650317","3-room","16"
"650317","4-room","8"
"650316","3-room","66"
"650316","4-room","66"
"650315","4-room","76"
"650315","5-room","40"
"650314","3-room","8"
"650314","4-room","8"
"650313","3-room","66"
"650313","4-room","66"
"650312","3-room","66"
"650312","4-room","66"
"650311","3-room","16"
"650311","4-room","16"
"650310","3-room","16"
"650310","4-room","16"
"650309","3-room","24"
"650309","4-room","16"
"650308","3-room","66"
"650308","4-room","66"
"650307","3-room","66"
"650307","4-room","66"
"650306","3-room","16"
"650306","4-room","16"
"650305","3-room","66"
"650305","4-room","66"
"650304","3-room","66"
"650304","4-room","66"
"650303","4-room","20"
"650303","5-room","12"
"650302","3-room","16"
"650302","4-room","8"
"650301","4-room","61"
"650301","5-room","31"
"650299","Executive","78"
"650298","4-room","51"
"650298","5-room","24"
"650297","4-room","51"
"650297","5-room","24"
"650291","4-room","90"
"650291","5-room","36"
"650290","Executive","96"
"650289","5-room","30"
"650289","Executive","60"
"650288","5-room","30"
"650288","Executive","60"
"650287","Executive","77"
"650286","5-room","93"
"650285","5-room","62"
"650283","3-room","87"
"650283","4-room","19"
"650283","5-room","1"
"650281","3-room","10"
"650281","4-room","4"
"650281","5-room","1"
"650280","3-room","93"
"650280","4-room","16"
"650278","3-room","22"
"650278","4-room","4"
"650275","3-room","12"
"650275","4-room","4"
"650274","3-room","22"
"650274","4-room","4"
"650272","3-room","93"
"650272","4-room","16"
"650271","3-room","83"
"650271","4-room","15"
"650271","5-room","1"
"650269","3-room","83"
"650269","4-room","41"
"650268","4-room","88"
"650267","3-room","101"
"650267","4-room","41"
"650267","5-room","1"
"650266","4-room","112"
"650265","3-room","119"
"650265","4-room","21"
"650265","Executive","2"
"650264","3-room","66"
"650264","4-room","44"
"650263","3-room","66"
"650263","4-room","44"
"650262","3-room","16"
"650262","4-room","8"
"650261","3-room","8"
"650261","4-room","8"
"650260","3-room","66"
"650260","4-room","44"
"650259","3-room","88"
"650259","4-room","46"
"650259","5-room","1"
"650258","3-room","66"
"650258","4-room","44"
"650257","4-room","12"
"650257","5-room","76"
"650256","3-room","16"
"650256","4-room","16"
"650255","3-room","16"
"650255","4-room","8"
"650254","4-room","12"
"650254","5-room","76"
"650253","3-room","16"
"650253","4-room","16"
"650252","3-room","16"
"650252","4-room","8"
"650251","3-room","16"
"650251","4-room","8"
"650250","3-room","66"
"650250","4-room","44"
"650249","3-room","66"
"650249","4-room","44"
"650248","3-room","66"
"650248","4-room","44"
"650247","3-room","66"
"650247","4-room","44"
"650246","3-room","8"
"650246","4-room","8"
"650245","3-room","8"
"650245","4-room","8"
"650244","3-room","68"
"650244","4-room","68"
"650243","4-room","20"
"650243","5-room","88"
"650242","3-room","68"
"650242","4-room","68"
"650241","3-room","110"
"650241","4-room","63"
"650240","3-room","110"
"650240","4-room","62"
"650239","3-room","106"
"650239","4-room","63"
"650239","5-room","2"
"650238","3-room","110"
"650238","4-room","63"
"650237","3-room","8"
"650237","4-room","8"
"650236","4-room","20"
"650236","5-room","88"
"650235","3-room","108"
"650235","4-room","69"
"650235","5-room","2"
"650234","3-room","16"
"650234","4-room","8"
"650233","3-room","95"
"650233","4-room","41"
"650233","5-room","2"
"650233","Executive","2"
"650232","3-room","24"
"650232","4-room","16"
"650231","3-room","110"
"650231","4-room","63"
"650230","3-room","95"
"650230","4-room","55"
"650229","3-room","93"
"650229","4-room","57"
"650228","3-room","93"
"650228","4-room","57"
"650227","3-room","72"
"650227","4-room","48"
"650226","3-room","22"
"650226","4-room","8"
"650226","5-room","1"
"650225","3-room","73"
"650225","4-room","55"
