"postCode","actUseTypTxt","count"
"330005","4-room","41"
"330005","5-room","67"
"330004","4-room","88"
"330004","5-room","5"
"325113","Studio Apartment","78"
"325113","2-room","111"
"325113","3-room","54"
"325113","4-room","27"
"324113","Studio Apartment","46"
"324113","2-room","35"
"324113","3-room","27"
"324113","4-room","81"
"324108","4-room","116"
"324108","5-room","58"
"323113","3-room","34"
"323113","4-room","170"
"323108","4-room","87"
"323108","5-room","87"
"323104","4-room","65"
"323104","5-room","47"
"323101","4-room","96"
"322117","3-room","58"
"322117","4-room","116"
"322116","3-room","84"
"322116","4-room","90"
"322113","4-room","198"
"322106","4-room","40"
"322106","5-room","40"
"322104","4-room","40"
"322104","5-room","50"
"322103","4-room","40"
"322103","5-room","40"
"322102","3-room","36"
"322101","3-room","44"
"322004","4-room","45"
"322004","5-room","45"
"322002","3-room","152"
"322002","5-room","2"
"321117","3-room","87"
"321117","4-room","116"
"321116","3-room","90"
"321116","4-room","114"
"321112","4-room","49"
"321112","5-room","47"
"321111","4-room","44"
"321111","5-room","35"
"321110","4-room","39"
"321110","5-room","38"
"321109","4-room","53"
"321109","5-room","26"
"321108","3-room","8"
"321108","4-room","104"
"321108","5-room","28"
"321107","3-room","140"
"321107","4-room","155"
"321106","Executive","68"
"321105","3-room","120"
"321105","4-room","155"
"321104","4-room","48"
"321104","5-room","96"
"321103","4-room","48"
"321103","5-room","96"
"321102","4-room","198"
"321101","4-room","128"
"321022","5-room","96"
"321021","5-room","96"
"321020","3-room","122"
"321020","4-room","22"
"321020","5-room","3"
"321020","Executive","2"
"321019","4-room","51"
"321019","5-room","56"
"321018","4-room","51"
"321018","5-room","56"
"321017","4-room","97"
"321017","5-room","36"
"321016","4-room","118"
"321016","5-room","36"
"321004","4-room","88"
"321004","5-room","35"
"320124","3-room","40"
"320124","4-room","40"
"320123","3-room","80"
"320123","4-room","42"
"320122","3-room","8"
"320122","4-room","72"
"320122","5-room","28"
"320121","4-room","96"
"320121","5-room","28"
"320120","3-room","4"
"320120","4-room","72"
"320120","5-room","28"
"320119","4-room","68"
"320119","5-room","28"
"320115","4-room","18"
"320115","5-room","80"
"320114","4-room","40"
"320114","5-room","35"
"320113","4-room","35"
"320113","5-room","50"
"320112","3-room","27"
"320112","4-room","37"
"320112","5-room","28"
"320111","3-room","4"
"320111","4-room","128"
"320110","Executive","102"
"320109","4-room","68"
"320109","5-room","28"
"320108","Executive","75"
"320107","4-room","48"
"320107","5-room","48"
"320106","4-room","97"
"320105","Executive","72"
"320104","4-room","24"
"320103","5-room","96"
"320102","5-room","96"
"320101","5-room","96"
"320100","4-room","96"
"320099","4-room","96"
"320098","3-room","322"
"320098","5-room","9"
"320097","3-room","174"
"320097","5-room","3"
"320096","4-room","76"
"320095","4-room","76"
"320094","4-room","76"
"320093","3-room","126"
"320093","5-room","3"
"320086","3-room","197"
"320086","5-room","1"
"320085","3-room","146"
"320085","5-room","7"
"320084","4-room","76"
"320083","4-room","76"
"320082","3-room","195"
"320082","5-room","2"
"320078","Studio Apartment","85"
"320078","2-room","71"
"320078","4-room","249"
"320077","3-room","202"
"320077","5-room","4"
"320076","3-room","206"
"320076","5-room","2"
"320075","3-room","264"
"320075","5-room","3"
"320074","3-room","246"
"320074","5-room","5"
"320065","3-room","6"
"320064","3-room","6"
"320063","3-room","8"
"320062","3-room","8"
"320061","3-room","9"
"320060","3-room","8"
"320059","3-room","7"
"320058","3-room","7"
"320057","3-room","7"
"320056","3-room","8"
"320055","3-room","8"
"320054","3-room","10"
"320053","3-room","8"
"320052","3-room","6"
"320051","3-room","6"
"320050","3-room","6"
"320049","3-room","6"
"320048","3-room","6"
"320047","3-room","8"
"320046","3-room","8"
"320045","3-room","4"
"320044","3-room","4"
"320043","3-room","8"
"320042","3-room","8"
"320041","3-room","8"
"320040","3-room","6"
"320039","3-room","7"
"320038","3-room","8"
"320035","3-room","120"
"320034","3-room","118"
"320034","4-room","1"
"320033","3-room","118"
"320033","4-room","1"
"320032","3-room","118"
"320032","4-room","1"
"320030","4-room","44"
"320030","5-room","56"
"320029","4-room","85"
"320029","5-room","32"
"320028","3-room","118"
"320028","4-room","1"
"320027","3-room","118"
"320027","4-room","1"
"320023","3-room","8"
"320023","4-room","40"
"320022","2-room","118"
"320021","2-room","320"
"320020","2-room","320"
"320019","4-room","24"
"320018","4-room","88"
"320017","4-room","16"
"320016","3-room","8"
"320016","4-room","16"
"320015","4-room","88"
"320014","3-room","124"
"320014","4-room","22"
"320014","5-room","2"
"320014","Executive","2"
"320013","5-room","96"
"320012","4-room","10"
"320011","4-room","114"
"320010","4-room","12"
"320009","4-room","77"
"320008","3-room","108"
"320008","4-room","22"
"320008","5-room","1"
"320007","2-room","56"
"320007","3-room","82"
"320007","5-room","1"
"320006","3-room","75"
"320006","4-room","33"
"320006","Executive","1"
"320005","3-room","77"
"320005","4-room","33"
"320003","3-room","276"
"320003","5-room","8"
"320001","4-room","154"
"315079","4-room","308"
"314079","4-room","191"
"313138","3-room","19"
"313138","4-room","60"
"313138","5-room","158"
"313085","3-room","144"
"313085","5-room","6"
"313079","4-room","82"
"313079","5-room","78"
"312139","3-room","19"
"312139","4-room","63"
"312139","5-room","164"
"312138","3-room","19"
"312138","4-room","60"
"312138","5-room","158"
"312131","Studio Apartment","55"
"312131","2-room","62"
"312131","3-room","78"
"312131","4-room","78"
"312130","3-room","78"
"312130","4-room","156"
"312099","Executive","48"
"312085","3-room","154"
"312085","5-room","1"
"312084","4-room","34"
"312084","5-room","48"
"312082","4-room","24"
"312082","5-room","48"
"312081","4-room","34"
"312081","5-room","48"
"312080","4-room","48"
"312080","5-room","24"
"312079","4-room","191"
"312062","Studio Apartment","137"
"312062","2-room","19"
"312014","4-room","68"
"312014","5-room","28"
"312010","4-room","68"
"312010","5-room","28"
"311172","4-room","25"
"311172","5-room","10"
"311153","4-room","36"
"311153","5-room","36"
"311141","4-room","115"
"311141","5-room","58"
"311139","3-room","19"
"311139","4-room","60"
"311139","5-room","158"
"311138","3-room","19"
"311138","4-room","63"
"311138","5-room","164"
"311131","Studio Apartment","58"
"311131","2-room","57"
"311131","3-room","78"
"311131","4-room","76"
"311130","3-room","77"
"311130","4-room","154"
"311101","Executive","48"
"311099","Executive","48"
"311085","3-room","147"
"311085","5-room","5"
"311084","4-room","24"
"311084","5-room","48"
"311082","4-room","24"
"311082","5-room","48"
"311081","4-room","34"
"311081","5-room","48"
"311080","4-room","48"
"311080","5-room","24"
"311079","4-room","269"
"311079","5-room","39"
"311014","4-room","21"
"311014","5-room","96"
"310259","4-room","78"
"310259","5-room","42"
"310258","4-room","54"
"310258","5-room","42"
"310257","Executive","60"
"310256","4-room","72"
"310256","5-room","60"
"310255","4-room","28"
"310255","5-room","28"
"310254","Executive","78"
"310253","4-room","18"
"310253","5-room","6"
"310252","4-room","10"
"310252","5-room","6"
"310251","4-room","48"
"310251","5-room","16"
"310250","4-room","54"
"310250","5-room","42"
"310249","4-room","48"
"310249","5-room","16"
"310248","4-room","88"
"310248","5-room","32"
"310247","4-room","56"
"310247","5-room","40"
"310246","4-room","68"
"310246","5-room","28"
"310245","4-room","14"
"310245","5-room","6"
"310244","4-room","28"
"310244","5-room","28"
"310243","4-room","10"
"310243","5-room","6"
"310242","4-room","41"
"310242","5-room","5"
"310241","4-room","48"
"310241","5-room","16"
"310240","Executive","48"
"310239","4-room","42"
"310239","5-room","84"
"310238","4-room","42"
"310238","5-room","84"
"310237","Executive","72"
"310236","Executive","76"
"310235","3-room","126"
"310235","5-room","3"
"310234","3-room","114"
"310234","5-room","3"
"310233","3-room","119"
"310233","5-room","2"
"310232","3-room","172"
"310232","5-room","2"
"310231","3-room","176"
"310230","5-room","96"
"310229","5-room","96"
"310228","4-room","150"
"310227","4-room","150"
"310226","4-room","150"
"310225","3-room","170"
"310225","5-room","3"
"310224","5-room","96"
"310223","5-room","96"
"310222","4-room","266"
"310221","4-room","90"
"310220","4-room","90"
"310219","4-room","190"
"310218","5-room","96"
"310217","5-room","96"
"310216","5-room","96"
"310215","5-room","96"
"310214","4-room","170"
"310213","4-room","170"
"310212","3-room","3"
"310211","3-room","3"
"310209","4-room","90"
"310208","4-room","90"
"310207","3-room","168"
"310207","5-room","4"
"310206","3-room","162"
"310206","5-room","1"
"310205","3-room","282"
"310205","5-room","2"
"310204","4-room","152"
"310203","3-room","166"
"310203","5-room","1"
"310202","4-room","152"
"310201","4-room","132"
"310200","4-room","132"
"310199","3-room","168"
"310199","5-room","4"
"310196","Studio Apartment","140"
"310196","2-room","48"
"310195","3-room","528"
"310195","5-room","11"
"310194","3-room","194"
"310194","5-room","5"
"310193","4-room","96"
"310191","4-room","96"
"310186","3-room","28"
"310186","4-room","8"
"310185","3-room","22"
"310185","5-room","1"
"310184","3-room","21"
"310184","4-room","6"
"310183","3-room","52"
"310183","4-room","17"
"310183","5-room","1"
"310179","4-room","96"
"310178","3-room","43"
"310178","4-room","1"
"310178","5-room","2"
"310177","3-room","65"
"310177","4-room","17"
"310175","4-room","96"
"310174","3-room","122"
"310174","5-room","5"
"310173","3-room","218"
"310173","5-room","1"
"310172","4-room","21"
"310172","5-room","48"
"310171","4-room","67"
"310171","5-room","93"
"310170","1-room","308"
"310169","3-room","130"
"310169","5-room","1"
"310168","3-room","120"
"310168","5-room","2"
"310163","3-room","132"
"310161","2-room","176"
"310160","2-room","176"
"310159","3-room","154"
"310158","3-room","150"
"310158","5-room","2"
"310157","3-room","346"
"310157","5-room","7"
"310156","4-room","88"
"310156","5-room","32"
"310155","4-room","140"
"310154","4-room","53"
"310154","5-room","87"
"310153","4-room","29"
"310153","5-room","111"
"310152","4-room","156"
"310152","5-room","73"
"310150","2-room","180"
"310149","2-room","180"
"310148","2-room","180"
"310147","4-room","156"
"310147","5-room","73"
"310146","4-room","195"
"310146","5-room","39"
"310145","4-room","195"
"310145","5-room","39"
"310144","4-room","107"
"310144","5-room","76"
"310143","4-room","107"
"310143","5-room","76"
"310142","4-room","115"
"310142","5-room","58"
"310128","3-room","200"
"310126","3-room","196"
"310126","5-room","2"
"310125","3-room","164"
"310124","3-room","130"
"310124","5-room","1"
"310123","3-room","128"
"310122","4-room","91"
"310122","5-room","77"
"310121","4-room","48"
"310121","5-room","58"
"310120","2-room","160"
"310119","3-room","114"
"310119","5-room","3"
"310118","3-room","116"
"310118","5-room","2"
"310117","3-room","112"
"310117","5-room","4"
"310116","3-room","291"
"310115","3-room","120"
"310114","3-room","120"
"310113","3-room","120"
"310112","3-room","118"
"310112","5-room","1"
"310111","3-room","93"
"310111","5-room","3"
"310110","3-room","118"
"310110","5-room","1"
"310109","3-room","99"
"310108","3-room","118"
"310108","5-room","1"
"310107","3-room","96"
"310106","2-room","158"
"310105","2-room","160"
"310104","2-room","160"
"310103","2-room","158"
"310101","Executive","64"
"310100","3-room","192"
"310099","Executive","64"
"310098","3-room","192"
"310097","5-room","80"
"310096","3-room","192"
"310095","3-room","33"
"310095","4-room","1"
"310094","3-room","45"
"310092","3-room","23"
"310091","3-room","192"
"310086","4-room","54"
"310086","5-room","18"
"310085","3-room","10"
"310084","4-room","63"
"310084","5-room","24"
"310083","3-room","78"
"310083","5-room","1"
"310082","4-room","42"
"310082","5-room","13"
"310081","4-room","23"
"310081","5-room","46"
"310080","4-room","51"
"310080","5-room","24"
"310073","3-room","148"
"310073","4-room","3"
"310072","3-room","12"
"310071","3-room","24"
"310071","4-room","1"
"310070","3-room","26"
"310069","3-room","90"
"310068","2-room","229"
"310068","3-room","11"
"310066","3-room","136"
"310066","4-room","4"
"310064","2-room","239"
"310063","2-room","237"
"310062","4-room","29"
"310062","5-room","116"
"310061","2-room","30"
"310061","3-room","90"
"310060","4-room","29"
"310060","5-room","116"
"310059","3-room","120"
"310058","2-room","119"
"310058","3-room","19"
"310057","3-room","120"
"310056","2-room","120"
"310056","3-room","20"
"310055","2-room","176"
"310054","2-room","176"
"310053","3-room","228"
"310052","2-room","332"
"310052","3-room","1"
"310051","2-room","68"
"310051","3-room","170"
"310050","5-room","114"
"310049","5-room","87"
"310048","5-room","87"
"310047","3-room","80"
"310046","5-room","90"
"310045","4-room","48"
"310045","5-room","69"
"310044","5-room","80"
"310043","4-room","48"
"310043","5-room","24"
"310038","3-room","206"
"310038","5-room","7"
"310037","4-room","72"
"310037","5-room","72"
"310036","4-room","72"
"310036","5-room","72"
"310035","4-room","72"
"310035","5-room","72"
"310034","3-room","172"
"310034","5-room","2"
"310031","1-room","345"
"310029","2-room","196"
"310027","3-room","198"
"310026","3-room","198"
"310025","3-room","198"
"310023","3-room","176"
"310020","3-room","144"
"310020","5-room","2"
"310018","3-room","144"
"310018","5-room","2"
"310017","3-room","320"
"310015","1-room","257"
"310014","4-room","68"
"310014","5-room","28"
"310013","3-room","176"
"310012","3-room","176"
"310011","4-room","94"
"310011","5-room","30"
"310010","4-room","68"
"310010","5-room","28"
"310009","3-room","176"
"310008","3-room","139"
"310008","5-room","5"
"310007","4-room","28"
"310007","5-room","68"
"310006","4-room","21"
"310006","5-room","96"
"310005","1-room","258"
"310004","3-room","109"
"310004","5-room","1"
"310003","3-room","168"
"310003","5-room","4"
"310002","3-room","198"
"310001","3-room","196"
"310001","5-room","1"
"300069","4-room","76"
"300001","3-room","8"
"275018","4-room","156"
"275018","5-room","78"
"274018","4-room","117"
"274018","5-room","117"
"273018","3-room","60"
"273018","4-room","66"
"272030","Studio Apartment","62"
"272030","2-room","49"
"272030","3-room","37"
"272030","4-room","147"
"272018","3-room","156"
"272018","4-room","78"
"272012","3-room","268"
"272012","4-room","80"
"272012","5-room","8"
"272009","3-room","280"
"272009","4-room","84"
"272009","5-room","7"
"272005","4-room","48"
"272005","5-room","54"
"272003","4-room","75"
"272003","5-room","26"
"271032","3-room","148"
"271032","4-room","74"
"271031","4-room","147"
"271030","4-room","59"
"271030","5-room","22"
"271023","4-room","215"
"271023","5-room","76"
"271022","4-room","214"
"271022","5-room","74"
"271021","5-room","96"
"271020","5-room","96"
"271013","3-room","278"
"271013","4-room","84"
"271013","5-room","5"
"271011","3-room","280"
"271011","4-room","84"
"271011","5-room","7"
"271010","4-room","101"
"271008","3-room","282"
"271008","4-room","84"
"271008","5-room","6"
"271006","3-room","282"
"271006","4-room","84"
"271006","5-room","3"
"271004","3-room","290"
"271004","4-room","84"
"271004","5-room","2"
"271003","4-room","48"
"271003","5-room","54"
"271002","3-room","274"
"271002","4-room","84"
"271002","5-room","10"
"271001","1-room","319"
"270047","3-room","16"
"270047","5-room","1"
"270046","3-room","19"
"270045","3-room","4"
"270045","5-room","2"
"270043","3-room","43"
"270043","5-room","1"
"270042","3-room","16"
"270041","3-room","24"
"270040","3-room","17"
"270033","3-room","74"
"270033","4-room","147"
"270032","3-room","202"
"270032","5-room","7"
"270031","3-room","105"
"270031","5-room","5"
"270030","4-room","48"
"270030","5-room","54"
"270029","Studio Apartment","53"
"270029","2-room","58"
"270029","3-room","37"
"270029","4-room","146"
"270028","4-room","233"
"270028","5-room","75"
"270027","2-room","87"
"270027","3-room","76"
"270027","4-room","117"
"270026","2-room","84"
"270026","3-room","143"
"270021","3-room","186"
"270021","5-room","2"
"270019","3-room","210"
"270019","5-room","6"
"270018","2-room","208"
"270017","2-room","208"
"270016","2-room","208"
"270015","4-room","156"
"270014","5-room","96"
"270013","5-room","96"
"270008","5-room","96"
"270007","5-room","96"
"270006","3-room","212"
"270006","5-room","6"
"270005","3-room","212"
"270005","5-room","6"
"270004","3-room","214"
"270004","5-room","5"
"270003","3-room","214"
"270003","5-room","5"
"270002","3-room","216"
"270002","5-room","4"
"270001","3-room","216"
"270001","5-room","4"
"260008","3-room","182"
"260008","5-room","5"
"260006","3-room","16"
"260006","4-room","74"
"260005","5-room","76"
"260004","3-room","184"
"260004","5-room","1"
"260003","3-room","28"
"260003","4-room","122"
"260002","3-room","10"
"260002","4-room","56"
"260001","5-room","88"
"212672","4-room","36"
"212672","5-room","57"
"212671","4-room","69"
"212671","5-room","9"
"211672","4-room","36"
"211672","5-room","57"
"211671","4-room","69"
"211671","5-room","9"
"211048","5-room","96"
"210685","3-room","96"
"210685","4-room","26"
"210684","3-room","77"
"210684","4-room","37"
"210684","5-room","1"
"210683","4-room","121"
"210682","4-room","22"
"210682","5-room","22"
"210681","4-room","121"
"210668","3-room","90"
"210668","4-room","30"
"210664","3-room","16"
"210663","4-room","115"
"210662","3-room","12"
"210662","4-room","140"
"210661","4-room","127"
"210054","5-room","96"
"210053","4-room","36"
"210052","4-room","127"
"210051","4-room","100"
"210050","3-room","148"
"210050","4-room","22"
"210050","Executive","3"
"210049","3-room","128"
"210049","4-room","12"
"210049","5-room","2"
"210048","5-room","96"
"210047","1-room","180"
"210047","2-room","14"
"210046","3-room","75"
"210046","4-room","13"
"210044","3-room","75"
"210044","4-room","13"
"210043","4-room","54"
"210042","4-room","56"
"210041","4-room","56"
"210040","4-room","51"
"210040","5-room","30"
"210039","4-room","42"
"210039","5-room","28"
"210038","4-room","42"
"210038","5-room","28"
"210037","4-room","42"
"210037","5-room","28"
"210015","3-room","116"
"210015","4-room","58"
"210013","4-room","116"
"210013","5-room","58"
"210012","3-room","58"
"210012","4-room","116"
"210011","4-room","116"
"210011","5-room","58"
"210010","3-room","180"
"210010","4-room","26"
"210010","5-room","1"
"210009","4-room","156"
"201007","1-room","252"
"200816","4-room","29"
"200816","5-room","96"
"200815","4-room","82"
"200815","5-room","33"
"200813","4-room","82"
"200813","5-room","33"
"200811","1-room","180"
"200807","5-room","96"
"200806","3-room","128"
"200806","5-room","2"
"200805","2-room","176"
"200804","3-room","130"
"200804","5-room","1"
"200802","3-room","10"
"200801","3-room","86"
"200801","5-room","2"
"200642","4-room","74"
"200642","5-room","14"
"200641","3-room","9"
"200641","4-room","73"
"200641","5-room","14"
"200640","3-room","147"
"200640","4-room","18"
"200640","Executive","2"
"200639","3-room","9"
"200639","4-room","73"
"200639","5-room","14"
"200637","3-room","62"
"200637","4-room","44"
"200637","Executive","1"
"200636","3-room","21"
"200635","3-room","99"
"200635","4-room","24"
"200634","3-room","12"
"200634","4-room","70"
"200634","5-room","14"
"200633","3-room","120"
"200633","4-room","18"
"200633","Executive","3"
"200632","3-room","9"
"200632","4-room","73"
"200632","5-room","14"
"200030","3-room","137"
"200030","5-room","1"
"200029","3-room","126"
"200029","5-room","7"
"200028","3-room","135"
"200028","5-room","3"
"200027","3-room","3"
"200026","4-room","120"
"200025","2-room","298"
"200008","1-room","304"
"200002","2-room","176"
"200001","2-room","176"
"190468","3-room","150"
"190468","5-room","3"
"190467","3-room","146"
"190467","5-room","5"
"190466","4-room","104"
"190463","3-room","127"
"190463","4-room","1"
"190463","5-room","2"
"190462","3-room","182"
"190462","5-room","5"
"190461","5-room","92"
"190019","2-room","150"
"190018","2-room","150"
"190017","4-room","76"
"190015","4-room","76"
"190012","5-room","96"
"190010","1-room","224"
"190009","1-room","336"
"190009","2-room","12"
"190008","1-room","336"
"190008","2-room","12"
"190007","1-room","336"
"190007","2-room","12"
"190006","1-room","57"
"190006","2-room","112"
"190006","3-room","1"
"190006","4-room","28"
"190005","1-room","336"
"190004","1-room","336"
"190003","2-room","1"
"190003","3-room","134"
"190003","5-room","3"
"190002","2-room","1"
"190002","3-room","136"
"190002","5-room","2"
"190001","2-room","1"
"190001","3-room","138"
"190001","4-room","1"
"190001","5-room","2"
"183269","3-room","26"
"183269","4-room","4"
"183269","5-room","1"
"182269","3-room","43"
"182269","4-room","94"
"182269","5-room","1"
"181269","3-room","28"
"181269","4-room","4"
"180271","3-room","184"
"180271","5-room","4"
"180264","3-room","124"
"180264","5-room","3"
"180263","3-room","120"
"180263","5-room","4"
"180262","4-room","78"
"180233","4-room","120"
"180232","4-room","120"
"180010","3-room","48"
"180009","2-room","15"
"180009","3-room","247"
"180009","4-room","37"
"180008","2-room","8"
"180008","3-room","96"
"180008","4-room","4"
"167026","3-room","86"
"167026","4-room","116"
"166026","3-room","80"
"166026","4-room","104"
"166022","4-room","69"
"166022","5-room","87"
"166002","5-room","116"
"165026","Studio Apartment","42"
"165026","2-room","2"
"165026","3-room","42"
"165026","4-room","116"
"165022","3-room","16"
"165008","4-room","83"
"165008","5-room","40"
"165006","4-room","83"
"165006","5-room","40"
"165004","4-room","83"
"165004","5-room","40"
"164127","4-room","192"
"164127","5-room","39"
"164119","4-room","128"
"164119","5-room","72"
"164118","4-room","172"
"164027","4-room","46"
"164027","5-room","46"
"164026","3-room","16"
"164025","4-room","196"
"164025","5-room","40"
"164024","3-room","16"
"164020","4-room","69"
"164020","5-room","87"
"164010","Studio Apartment","37"
"164010","2-room","11"
"164010","3-room","28"
"164010","4-room","84"
"164008","4-room","83"
"164008","5-room","40"
"164006","4-room","83"
"164006","5-room","40"
"164004","5-room","116"
"164002","4-room","106"
"163131","4-room","78"
"163131","5-room","40"
"163127","2-room","72"
"163127","3-room","78"
"163127","4-room","72"
"163126","3-room","78"
"163126","4-room","136"
"163119","4-room","128"
"163119","5-room","72"
"163118","4-room","58"
"163118","5-room","85"
"163078","3-room","8"
"163078","4-room","40"
"163028","3-room","12"
"163027","4-room","150"
"163023","4-room","69"
"163023","5-room","87"
"163021","4-room","196"
"163020","3-room","16"
"163019","4-room","69"
"163019","5-room","87"
"163018","3-room","16"
"163017","3-room","20"
"163017","4-room","12"
"163016","2-room","9"
"163016","3-room","66"
"163016","4-room","3"
"163012","1-room","176"
"163012","2-room","22"
"163009","4-room","78"
"163009","5-room","78"
"163008","5-room","96"
"163006","4-room","40"
"163006","5-room","30"
"163004","2-room","144"
"163004","3-room","12"
"163002","1-room","264"
"162131","4-room","58"
"162131","5-room","83"
"162119","4-room","128"
"162119","5-room","72"
"162118","4-room","58"
"162118","5-room","85"
"162078","2-room","6"
"162078","3-room","29"
"162078","4-room","35"
"162026","Studio Apartment","36"
"162026","2-room","2"
"162026","3-room","110"
"162025","4-room","46"
"162025","5-room","46"
"162018","2-room","9"
"162018","3-room","68"
"162018","4-room","2"
"162013","1-room","160"
"162013","2-room","22"
"162012","2-room","9"
"162012","3-room","68"
"162012","4-room","2"
"162011","1-room","176"
"162011","2-room","22"
"162010","2-room","72"
"162010","3-room","16"
"162010","4-room","4"
"162009","4-room","78"
"162009","5-room","78"
"162008","2-room","108"
"162008","3-room","28"
"162008","4-room","2"
"162006","2-room","144"
"162006","3-room","12"
"162004","3-room","54"
"162004","4-room","1"
"162002","2-room","120"
"161127","2-room","69"
"161127","3-room","72"
"161127","4-room","78"
"161126","4-room","136"
"161126","5-room","78"
"161121","4-room","56"
"161121","5-room","50"
"161120","4-room","56"
"161120","5-room","51"
"161118","4-room","172"
"161079","1-room","520"
"161078","3-room","144"
"161077","2-room","2"
"161077","3-room","15"
"161077","4-room","7"
"161058","Studio Apartment","35"
"161058","2-room","9"
"161058","3-room","74"
"161058","4-room","70"
"161057","Studio Apartment","43"
"161057","2-room","5"
"161057","3-room","68"
"161057","4-room","68"
"161056","4-room","78"
"161056","5-room","78"
"161055","3-room","70"
"161055","4-room","105"
"161054","3-room","70"
"161054","4-room","105"
"161053","4-room","117"
"161053","5-room","39"
"161052","Studio Apartment","47"
"161052","2-room","1"
"161052","3-room","68"
"161052","4-room","68"
"161050","3-room","20"
"161050","4-room","2"
"161048","2-room","8"
"161048","3-room","7"
"161046","3-room","16"
"161044","2-room","8"
"161044","3-room","8"
"161042","3-room","24"
"161038","3-room","24"
"161036","3-room","16"
"161034","3-room","24"
"161029","3-room","16"
"161025","3-room","16"
"161023","3-room","16"
"161021","3-room","16"
"161019","3-room","16"
"161017","3-room","12"
"161017","4-room","4"
"161014","2-room","9"
"161014","3-room","72"
"161010","2-room","120"
"161008","3-room","72"
"161006","3-room","68"
"161006","4-room","2"
"161005","2-room","132"
"161005","3-room","11"
"161004","4-room","120"
"161003","1-room","270"
"161002","5-room","96"
"161001","2-room","56"
"161001","3-room","14"
"161001","4-room","14"
"160150","3-room","8"
"160150","4-room","4"
"160149","3-room","92"
"160149","4-room","33"
"160149","5-room","3"
"160149","Executive","1"
"160148","3-room","89"
"160148","4-room","24"
"160148","5-room","1"
"160148","Executive","2"
"160147","3-room","8"
"160147","4-room","4"
"160146","3-room","129"
"160146","4-room","45"
"160146","5-room","2"
"160146","Executive","1"
"160145","3-room","62"
"160145","4-room","16"
"160145","Executive","1"
"160144","3-room","80"
"160144","4-room","20"
"160143","5-room","96"
"160142","3-room","120"
"160142","4-room","24"
"160141","3-room","188"
"160141","4-room","19"
"160141","5-room","2"
"160141","Executive","3"
"160140","5-room","96"
"160139","4-room","74"
"160139","5-room","28"
"160138","3-room","86"
"160138","5-room","2"
"160137","3-room","88"
"160137","5-room","1"
"160136","3-room","86"
"160136","5-room","2"
"160135","4-room","58"
"160135","5-room","65"
"160134","4-room","80"
"160134","5-room","32"
"160133","3-room","112"
"160132","3-room","129"
"160132","5-room","1"
"160131","3-room","139"
"160131","5-room","4"
"160130","3-room","108"
"160130","5-room","1"
"160129","4-room","113"
"160128","4-room","120"
"160125","4-room","40"
"160125","5-room","30"
"160124","1-room","288"
"160123","4-room","50"
"160123","5-room","30"
"160122","5-room","96"
"160121","4-room","56"
"160121","5-room","50"
"160120","4-room","56"
"160120","5-room","50"
"160117","2-room","136"
"160117","3-room","18"
"160116","2-room","136"
"160116","3-room","18"
"160115","2-room","136"
"160115","3-room","18"
"160113","2-room","1"
"160113","3-room","119"
"160111","3-room","2"
"160110","2-room","147"
"160110","3-room","20"
"160109","4-room","118"
"160108","3-room","94"
"160108","4-room","74"
"160108","Executive","1"
"160107","3-room","218"
"160107","4-room","4"
"160106","1-room","312"
"160106","2-room","18"
"160105","1-room","306"
"160105","2-room","18"
"160104","2-room","216"
"160095","5-room","96"
"160094","5-room","96"
"160087","5-room","96"
"160082","2-room","6"
"160082","3-room","17"
"160082","4-room","35"
"160081","3-room","17"
"160081","4-room","21"
"160081","5-room","2"
"160080","2-room","14"
"160080","3-room","15"
"160080","4-room","12"
"160079","2-room","14"
"160079","3-room","15"
"160079","4-room","12"
"160078","3-room","8"
"160078","4-room","40"
"160077","3-room","160"
"160076","3-room","8"
"160076","4-room","34"
"160075","2-room","2"
"160075","3-room","15"
"160075","4-room","7"
"160074","2-room","2"
"160074","3-room","15"
"160074","4-room","7"
"160073","3-room","8"
"160073","4-room","34"
"160072","2-room","2"
"160072","3-room","15"
"160072","4-room","7"
"160071","2-room","2"
"160071","3-room","6"
"160071","4-room","7"
"160066","3-room","8"
"160066","4-room","30"
"160065","2-room","2"
"160065","3-room","14"
"160065","4-room","7"
"160064","2-room","2"
"160064","3-room","15"
"160064","4-room","7"
"160059","3-room","8"
"160059","4-room","34"
"160058","4-room","8"
"160058","5-room","2"
"160058","Executive","1"
"160057","3-room","13"
"160057","4-room","14"
"160056","3-room","17"
"160056","4-room","22"
"160055","3-room","10"
"160055","4-room","22"
"160055","5-room","2"
"160053","4-room","96"
"160052","1-room","271"
"160052","2-room","1"
"160051","1-room","328"
"160050","2-room","96"
"160049","3-room","24"
"160048","2-room","382"
"160047","2-room","8"
"160047","3-room","8"
"160046","3-room","102"
"160046","4-room","3"
"160045","3-room","24"
"160044","2-room","126"
"160043","2-room","6"
"160043","3-room","8"
"160043","4-room","1"
"160042","2-room","126"
"160041","3-room","24"
"160040","2-room","18"
"160040","3-room","76"
"160040","4-room","2"
"160038","2-room","17"
"160038","3-room","79"
"160038","4-room","1"
"160037","3-room","24"
"160036","2-room","17"
"160036","3-room","73"
"160036","4-room","4"
"160035","3-room","16"
"160034","2-room","18"
"160034","3-room","78"
"160034","4-room","1"
"160033","3-room","22"
"160033","4-room","1"
"160032","2-room","28"
"160032","3-room","58"
"160032","4-room","2"
"160030","2-room","36"
"160030","3-room","134"
"160030","4-room","5"
